                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.0429,                0.18239,                0.30976,                 5.1713,             0.00023761,             0.00023761,             0.00023761
